,Symbol,Q3 Date,Q3 Price,Q2 Date,Q2 Price,Q1 Date,Q1 Price,Q1 P/E,Q2 P/E,Q3 P/E,Q1 ROE,Q2 ROE,Q3 ROE,Sector,Q1 Rev Growth,Q1 Op Inc Growth,Q1 EPS Growth,Q2 Rev Growth,Q2 Op Inc Growth,Q2 EPS Growth,Q3 Rev Growth,Q3 Op Inc Growth,Q3 EPS Growth
37,VMC,6/30/2020,115.5471,3/31/2020,107.4263,12/31/2019,142.7586,135.2995737,237.5704688,73.27241476,0.025097223,0.010778978,0.036417505,Materials,-0.163950441,-0.361927114,-0.347613983,-0.115423656,-0.419860933,-0.571436695,0.260505203,1.66156134,2.487361507
38,DUK,6/30/2020,78.9757,3/31/2020,79.0317,12/31/2019,88.2655,95.86104748,62.01208017,-72.37797943,0.014394943,0.019991049,-0.017632574,Utilities,-0.120605187,-0.425090721,-0.499820738,-0.025233492,0.341749324,0.384124157,-0.088754413,-0.209005376,-1.85617438
39,CVS,6/30/2020,64.4665,3/31/2020,58.3817,12/31/2019,72.6125,54.49054808,38.16481834,28.47360706,0.027355004,0.030810562,0.04373585,Health Care,0.032078383,0.065988066,0.13734477,-0.002003319,0.138623642,0.147954704,-0.021181934,0.353383459,0.480052035
40,LMT,9/27/2020,,6/28/2020,,3/29/2020,,56.72493026,63.07990672,,0.498258851,0.433484404,0.342822532,Industrials,0.04660207,0.020902613,-0.066105576,-0.014296511,-0.012563983,0.1486289,0.036355504,-0.016965127,-0.04692934
41,BSX,6/30/2020,35.11,3/31/2020,32.63,12/31/2019,45.22,15.77720821,4612.2505,-334.7074257,0.287958492,0.000724428,-0.009477459,Health Care,0.072774289,-0.451697128,31.12463573,-0.124311295,-0.304761905,-0.997533285,-0.212347621,-1.48630137,-15.83734088
42,TXN,9/30/2020,142.789993,6/30/2020,126.1019,3/31/2020,98.4772,79.10051073,84.70758065,97.19850965,0.151797259,0.180533752,0.162522523,Information Technology,-0.006268657,-0.004003203,0.104177384,-0.027035146,-0.012861736,0.195757293,0.178450139,0.310260586,-0.012541396
43,AMP,6/30/2020,149.0388,3/31/2020,100.9326,12/31/2019,163.1739,46.34420702,6.35538277,-34.56372913,0.080816896,0.304198416,-0.082923077,Financials,-0.07370934,-0.157287157,-0.127876706,-0.025128866,3.104452055,3.510606633,-0.097818903,-1.202336254,-1.271511903
44,ROK,6/30/2020,212.0715,3/31/2020,149.4498,12/31/2019,199.6912,74.94043746,131.8142714,77.67502391,0.433333333,0.212951031,0.412459442,Industrials,-0.026413131,4.932624113,37.55693821,-0.001899673,-0.499701136,-0.574510164,-0.170879676,0.998207885,1.408064986
45,NKE,8/31/2020,111.889999,5/31/2020,,2/29/2020,,167.1659171,-195.5975392,117.4402737,0.093642897,-0.098075729,0.164570685,Consumer Discretionary,-0.021499128,-0.352459016,-0.239017903,-0.375197941,-2.067088608,-1.954168781,0.678124505,-3.09489917,-2.876285005
46,MCD,6/30/2020,183.397,3/31/2020,163.2995,12/31/2019,193.9458,93.17342752,110.7497829,283.7763419,-0.191491176,-0.119106032,-0.051124896,Consumer Discretionary,-0.015025964,-0.048437305,-0.01106962,-0.118638998,-0.261275408,-0.291641846,-0.202125403,-0.432510628,-0.561699299
47,LOW,7/31/2020,148.91,5/1/2020,104.0613,1/31/2020,115.1268,172.2387224,58.8409445,39.649657,0.25862069,0.779137529,0.649219467,Consumer Discretionary,-0.078272372,-0.385109114,-0.509366238,0.227615898,1.0782881,1.645861073,0.387649301,0.987443496,1.123606179
48,HWM,6/30/2020,15.85,3/31/2020,,12/31/2019,30.7503,48.46406505,26.89116279,-71.98541667,0.067071847,0.044950868,-0.027834155,Industrials,-0.044394493,0.27607362,2.052241678,-0.519553073,-0.379807692,-0.226367218,-0.233170135,-0.713178295,-1.448550533
49,HSY,6/28/2020,144.6192,3/29/2020,,12/31/2019,144.6192,146.8319009,105.5808532,98.67663003,0.119126253,0.162237895,0.15334183,Consumer Staples,-0.031060868,-0.437423126,-0.360210723,-0.014896585,0.461618922,0.309971267,-0.161971848,0.011377547,-0.003138975
50,COP,6/30/2020,41.5957,3/31/2020,30.1871,12/31/2019,63.288,96.6711894,-18.82676904,172.3991381,0.020582602,-0.055532492,0.008255803,Energy,-0.015092879,-0.673167663,-0.761514979,-0.199607073,-1.015399423,-3.449188141,-0.550155457,-23.875,1.150479291
51,CNP,6/30/2020,18.5316,3/31/2020,15.2005,12/31/2019,26.5423,85.48108321,-6.364179316,93.71694857,0.018782151,-0.172022956,0.012511916,Utilities,0.177972283,-0.229591837,-0.419246236,-0.329102167,-0.281456954,-8.692270531,-0.27318874,0.082949309,1.082790094
52,BDX,6/30/2020,239.27,3/31/2020,229.02,12/31/2019,270.1866,268.1889749,344.2020423,238.5572097,0.013064805,0.008734667,0.011905753,Health Care,-0.078315881,3.513513514,0.713729226,0.006627219,-0.261477046,-0.33955035,-0.093581002,-0.032432432,0.507416926
53,ADSK,7/31/2020,236.43,4/30/2020,187.13,1/31/2020,196.85,334.1073217,622.7348722,534.9770468,-0.94751977,-0.478073329,1.459138187,Information Technology,0.067165065,0.209764919,0.960078512,-0.015122873,-0.023916293,-0.48996911,0.030935983,0.118683002,0.470682196
54,AAL,9/30/2020,12.29,6/30/2020,13.07,3/31/2020,12.19,-2.315681156,-2.711421137,-2328.50674,0.850151745,0.652256232,0.433972504,Industrials,-0.247326085,-4.496570645,-6.539535716,-0.809512625,-0.024715575,-0.08429915,0.955610358,0.155269509,-0.996937982
55,MO,6/30/2020,39.25,3/31/2020,37.8433,12/31/2019,47.5355,-48.95447015,45.30467229,37.55313948,-0.290742527,0.237200061,0.341596343,Consumer Staples,-0.123833139,0.18289354,0.30236518,0.058598302,2.221603563,1.860248607,0.001258059,0.292160438,0.251260011
56,STE,6/30/2020,153.043,3/31/2020,139.2843,12/31/2019,151.3391,123.5000901,96.76800349,148.6802593,0.031019783,0.036334857,0.025380871,Health Care,0.050785788,0.123519525,0.108084891,0.062937433,0.108001433,0.17458504,-0.187194028,-0.27739993,-0.284862717
57,ROL,6/30/2020,42.3268,3/31/2020,36.0169,12/31/2019,32.9462,212.5054237,272.767168,184.0966977,0.062231076,0.05405993,0.087338178,Industrials,-0.090717133,0.516574135,0.152285396,-0.03574019,-0.228936743,-0.148348813,0.134100975,0.82455926,0.741290518
58,ABMD,6/30/2020,241.56,3/31/2020,145.16,12/31/2019,170.59,112.6184326,207.5233801,246.7663147,0.066118489,0.029844218,0.040466562,Health Care,0.081034668,0.167442092,4.320547945,-0.067360459,-0.24063821,-0.538217275,-0.202305258,-0.36148598,0.399448169
59,CHTR,6/30/2020,510.04,3/31/2020,436.31,12/31/2019,485.08,148.8744285,234.4732254,140.4320898,0.022706313,0.013365735,0.026093473,Communication Services,0.027161572,0.219419924,0.872113534,-0.001955616,-0.08221303,-0.42890508,-0.003578122,0.089014085,0.95180056
60,VRSK,6/30/2020,170.2,3/31/2020,139.1487,12/31/2019,148.8268,187.1239434,134.3057417,156.98629,0.058474876,0.082528238,0.082257249,Industrials,0.036923548,1.647291942,3.031733158,0.019208038,0.258982036,0.302663012,-0.015946651,0.029330163,0.046435535
61,UAA,6/30/2020,9.74,3/31/2020,9.21,12/31/2019,21.6,-637.4413487,-7.073217401,-24.18403204,-0.007117852,-0.38039518,-0.128490376,Consumer Discretionary,0.008233202,-0.466793838,-1.150608835,-0.354549082,-8.535539265,-37.42106816,-0.239293086,0.696022788,0.690689584
62,ACN,8/31/2020,239.929993,5/31/2020,,2/29/2020,,92.47945601,106.5170366,120.6920561,0.079791457,0.076692614,0.075752054,Information Technology,-0.019143745,-0.157485332,-0.073085408,-0.013481123,0.150299709,-0.017806897,-0.01419613,-0.09810636,0.044969512
63,MPC,6/30/2020,36.8191,3/31/2020,22.8795,12/31/2019,57.7807,85.04066907,-1.605578947,2671.430256,0.013147741,-0.383344404,0.000379091,Energy,0.000801333,-0.584486166,-0.590468269,-0.228901771,-15.05112961,-21.97284568,-0.368832032,1.083015994,1.000967018
64,ROP,6/30/2020,387.7534,3/31/2020,310.8922,12/31/2019,352.686,42.67375089,136.2336607,186.6240132,0.091772985,0.025053955,0.022186909,Industrials,0.029752676,2.113966771,2.097403936,-0.031617436,-0.708878699,-0.723880209,-0.033834308,-0.04467354,-0.089533533
65,PWR,6/30/2020,39.23,3/31/2020,31.638,12/31/2019,40.592,51.1639786,120.0446442,76.14108714,0.029169255,0.010206063,0.018890622,Industrials,-0.071608267,-0.296001796,-0.140332438,-0.112022938,-0.452307463,-0.667809471,-0.093290571,0.398565713,0.954961108
66,CRM,7/31/2020,194.85,4/30/2020,161.95,1/31/2020,182.31,-653.5225403,1493.538889,68.43874286,-0.007318873,0.002864169,0.068288241,Information Technology,0.074894749,-1.553846154,-1.249758065,0.002886003,-2.888888889,1.388679786,0.058787256,2.271428571,25.25721664
67,TSN,6/27/2020,,3/28/2020,,12/28/2019,,58.44332585,57.65596813,39.76985579,0.038629586,0.025192055,0.035469108,Consumer Staples,-0.006339581,0.367549669,0.509488161,0.006749884,-0.39346247,-0.346504262,-0.079537105,0.546906188,0.451807529
68,VLO,6/30/2020,57.7949,3/31/2020,43.8799,12/31/2019,89.5418,34.46514566,-9.67206872,18.77296433,0.048617163,-0.098237979,0.063132967,Energy,0.023120114,0.973893303,0.76188474,-0.207216902,-2.309373203,-2.746224077,-0.529590082,1.785682916,1.678594415
69,MTB,6/30/2020,102.8951,3/31/2020,101.3284,12/31/2019,165.0363,44.02130575,48.909191,54.77957996,0.031372209,0.01699706,0.015117743,Financials,-0.017844613,0.026990001,0.038604744,-0.015496711,-0.463731428,-0.447382109,-0.041001484,-0.106879505,-0.093359784
70,AIV,6/30/2020,37.2279,3/31/2020,34.3494,12/31/2019,50.091,55.78923018,760.2960173,140.8818298,0.074979404,0.003913931,0.023118211,Real Estate,0.000891975,-0.051751366,66.45755071,-0.023822772,-0.026373266,-0.949680351,-0.025579821,-0.104368796,4.848826915
71,AEE,6/30/2020,70.36,3/31/2020,72.3631,12/31/2019,75.8448,199.6170587,122.9677062,71.77878189,0.011663978,0.018058132,0.029536891,Utilities,-0.206751055,-0.655769231,-0.741655391,0.094224924,0.346368715,0.548809054,-0.029166667,0.468879668,0.665726375
72,TMO,6/27/2020,324.4063,3/28/2020,,12/31/2019,324.4063,130.4747893,139.1678173,120.8288062,0.033765796,0.027592003,0.038694561,Health Care,0.088807398,0.302325581,0.321689994,-0.08771416,-0.26461039,-0.207673899,0.110272873,0.535320088,0.474375635
73,VZ,6/30/2020,54.5178,3/31/2020,52.568,12/31/2019,59.4534,48.30953405,52.37826949,48.0104626,0.082987214,0.069025079,0.074963714,Communication Services,0.057183681,-0.4108252,-0.019058019,-0.091013659,0.376290878,-0.184499626,-0.036792154,0.126778177,0.131444172
74,HCA,6/30/2020,97.06,3/31/2020,89.85,12/31/2019,147.311,47.69630331,53.21346919,30.72808057,-0.381410256,-0.196151249,-0.604143337,Health Care,0.065306444,0.422347154,0.753625328,-0.048953635,-0.395256917,-0.453304495,-0.139413731,0.612745098,0.870718042
75,CSCO,7/25/2020,,4/25/2020,,1/25/2020,,71.06858235,64.52862693,74.66949924,0.080995131,0.077685673,0.069514768,Information Technology,-0.087696633,-0.055602123,-0.013391553,-0.00183257,0.010059172,-0.032282893,0.014270216,-0.048916227,-0.049527364
76,AMGN,6/30/2020,234.2906,3/31/2020,200.0271,12/31/2019,236.1794,82.79454011,65.1047109,76.92736284,0.176057066,0.192409067,0.169152829,Health Care,0.080181279,-0.172859451,-0.127405096,-0.005809263,0.149902344,0.077049008,0.007304009,-0.01358811,-0.008716341
77,FOXA,6/30/2020,26.5986,3/31/2020,23.4349,12/31/2019,36.5006,75.43457333,183.8738308,132.3389361,0.029030385,0.007712082,0.012086388,Communication Services,0.416572928,-0.771197847,-0.394920468,-0.089465326,3.770588235,-0.736602807,-0.297093023,-0.852034525,0.577010592
78,ODFL,6/30/2020,169.4642,3/31/2020,131.0455,12/31/2019,126.0954,104.8775096,117.8880799,135.7042209,0.046750156,0.044156113,0.04955795,Industrials,-0.037436919,-0.134525829,-0.120912787,-0.021642757,-0.027057749,-0.075438115,-0.092320563,0.087328711,0.123397594
79,WRB,6/30/2020,57.29,3/31/2020,52.0633,12/31/2019,68.8328,111.5883388,-2242.410405,151.0330337,0.019639045,-0.000804227,0.012283843,Financials,0.032824446,-0.18385138,-0.277185376,-0.02616173,-0.951155474,-1.037642863,-0.022234161,14.63782235,17.33591731
80,TFX,6/28/2020,375.3423,3/29/2020,,12/31/2019,375.3423,163.6612382,103.641524,1464.430246,0.036338829,0.042677831,0.003698584,Health Care,0.050334789,0.004157421,-0.527391163,-0.07388186,0.32999746,0.210764756,-0.100862296,-0.752937881,-0.912668631
81,FANG,6/30/2020,41.4672,3/31/2020,25.7406,12/31/2019,90.68,-30.1202837,-14.97979895,-2.734946389,-0.036757491,-0.021206923,-0.223352623,Energy,0.132307692,-2.260744986,-2.331699636,-0.185688406,0.822727273,-0.429233375,-0.527252503,2.335411471,7.823569122
82,MSCI,6/30/2020,333.0861,3/31/2020,287.7405,12/31/2019,256.564,178.7524933,166.1814298,244.0474922,-1.600529238,-0.418041323,-0.370251373,Financials,0.031337904,-0.00889578,-0.103609793,0.025021766,0.042396041,0.206354072,-0.017188925,0.035072444,-0.211749486
83,IQV,9/30/2020,157.630005,6/30/2020,141.88,3/31/2020,107.86,257.4170976,-1177.604,298.5605936,0.014796102,-0.004113754,0.01727677,Health Care,-0.048704663,0.162650602,4.156411519,-0.084604212,-0.740932642,-1.287534904,0.105117017,2.74,-5.399070385
84,ALGN,6/30/2020,274.44,3/31/2020,173.95,12/31/2019,279.04,182.2704504,9.055160984,-532.4211704,0.090079329,0.532119472,-0.014271128,Health Care,0.069888251,0.188734743,0.191963312,-0.152086761,-0.537426398,11.54811844,-0.360548712,-2.044080208,-1.026832844
85,INFO,8/31/2020,79.919998,5/31/2020,,2/29/2020,,59.08225287,389.3436156,196.7827575,0.057951966,0.008842682,0.018957511,Industrials,-0.03534452,1.311336032,1.414597835,-0.050148038,-0.747591522,-0.850683219,0.045392558,0.812630118,1.266223983
86,UDR,6/30/2020,37.0116,3/31/2020,35.8156,12/31/2019,45.4319,136.8852412,2024.771595,189.0505965,0.029071841,0.001507167,0.017004864,Real Estate,0.031903153,-0.239126002,2.532354193,0.054665407,-0.130141575,-0.946700813,-0.044248338,1.356035324,10.06726964
87,ATVI,6/30/2020,75.9,3/31/2020,59.0914,12/31/2019,59.0318,87.02973943,90.56780911,101.5489655,0.04099961,0.038783504,0.042391463,Communication Services,0.549141966,0.83805668,1.563551155,-0.099697885,0.348017621,-0.0380958,0.080536913,0.223856209,0.145559047
88,URI,6/30/2020,149.04,3/31/2020,102.9,12/31/2019,166.77,37.26026654,44.17324509,50.81068868,0.088250653,0.047592847,0.054261582,Industrials,-0.012861736,-0.086890244,-0.120211426,-0.134771987,-0.402337229,-0.479544485,-0.087529412,0.06424581,0.259193118
89,FB,6/30/2020,227.07,3/31/2020,166.8,12/31/2019,205.25,92.83589604,97.58922889,126.2523233,0.072723494,0.046550938,0.046882215,Communication Services,0.194312259,0.232846207,0.043192488,-0.158666161,-0.334725672,-0.226913144,0.053560354,0.0118785,0.052263911
90,PVH,8/2/2020,,5/3/2020,,2/2/2020,,-93.49469585,-2.892324945,-68.09830739,-0.011597694,-0.243009704,-0.011214138,Consumer Discretionary,0.005062411,-1.355102041,-1.327476316,-0.483235927,-11.73145246,-15.63761115,0.176116071,0.994829284,0.95293835
91,LYB,6/30/2020,64.7188,3/31/2020,48.1799,12/31/2019,90.3612,49.01947451,111.7506014,68.84101656,0.076081551,0.019661387,0.04267464,Materials,-0.062256363,-0.290035587,-0.356252837,-0.08375107,-0.619047619,-0.766113151,-0.259941286,0.115131579,1.180544603
92,PRGO,6/27/2020,51.0389,3/28/2020,,12/31/2019,51.0389,-365.3310737,58.99164182,121.8610767,-0.003273717,0.018387944,0.010253113,Health Care,0.110570061,-1.127306273,-1.207291018,0.013758694,22.11594203,6.54684704,-0.090902312,-0.194234729,-0.431279437
93,ES,6/30/2020,83.27,3/31/2020,77.6533,12/31/2019,83.952,109.8110204,77.23207377,111.7702298,0.019556196,0.025046003,0.018067123,Utilities,-0.057040068,-0.144673021,-0.218412309,0.158756216,0.237748671,0.315156113,-0.177296197,-0.195624351,-0.259028296
94,IRM,6/30/2020,26.1,3/31/2020,23.2664,12/31/2019,30.4313,232.5395278,104.8702749,-1061.057451,0.025752035,0.056933722,-0.006917895,Real Estate,0.016348717,-0.077861407,-0.650332648,-0.010058448,-0.332754253,0.695270115,-0.080929626,-0.042006662,-1.110880736
